UPC,AddToCart,ProductURL,Status,Message,ProductName,ItemNumber,ProductUPC,VendorItemNumber,CasePack,ProductDetailDescription,ProductDetailPrice,MsrpPricing,Stock,OutOfStock,BrandName,ItemUpcEanNumber,BulletFeatures,CatalogPageNumber,DropShipOnly,MsrpPrice,PrimaryColor,ProhibitedStates,VendorItemNo,YearLaunched,Prop65Applies,Prop65CancerHarm,Prop65ReproductiveHarm
"147164610116","YES","https://webstore.kinseysinc.com/30-06-Small-Bore-Rifle-Target-20-pk./1403165","ADD TO CART PRESENT","","30-06 Small Bore Rifle Target 20 pk.","Item No : 1403165","147164610116","TARSBRT-20","12","100 yard small bore rifle sight-in paper target features a high visible yellow center focal point for easy center sighting. Seven ring target allows to register your shooting statistics. Contains 20 targets.","$6.09","$7.99","11","","30-06","147164610116","100 yard small bore rifle target High visible yellow center Contains 20 targets","691","No","$7.99","White","None","TARSBRT-20","2019","Yes","Yes","Yes"
"147164780024","YES","https://webstore.kinseysinc.com/30-06-Bow-Snot-Oiler-Pen-CP/57573","ADD TO CART PRESENT","","30-06 Bow Snot Oiler Pen CP","Item No : 57573","147164780024","BS-1","6","Weatherlock technology, will not freeze. 100 percent odorless. Heat displacement technology. Rated at negative 25 degrees. Provides protection and prolongs life. Increases performance and durability. Non flammable and non-toxic. Easy application containers, bow oiler pen applicator. 0.25 oz pen applicator.","$8.53","$12.95","46","","30-06","147164780024","Will not freeze 100 percent odorless Easy application 0.25 oz pen applicator","190","No","$12.95","Clear","None","BS-1","2012","Yes","Yes","Yes"
